taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,0,1,1024,URMA_WRITE,7,10ns,0,
1,0,1,1024,URMA_WRITE,7,100010ns,0,
2,0,1,1024,URMA_WRITE,7,200010ns,0,
3,0,1,1024,URMA_WRITE,7,300010ns,0,
4,0,1,1024,URMA_WRITE,7,400010ns,0,
5,0,1,1024,URMA_WRITE,7,500010ns,0,
6,0,1,1024,URMA_WRITE,7,600010ns,0,
7,0,1,1024,URMA_WRITE,7,700010ns,0,
8,0,1,1024,URMA_WRITE,7,800010ns,0,
9,0,1,1024,URMA_WRITE,7,900010ns,0,
10,0,1,1024,URMA_WRITE,7,1000010ns,0,
11,0,1,1024,URMA_WRITE,7,1100010ns,0,
12,0,1,1024,URMA_WRITE,7,1200010ns,0,
13,0,1,1024,URMA_WRITE,7,1300010ns,0,
14,0,1,1024,URMA_WRITE,7,1400010ns,0,
15,0,1,1024,URMA_WRITE,7,1500010ns,0,
16,0,1,1024,URMA_WRITE,7,1600010ns,0,
17,0,1,1024,URMA_WRITE,7,1700010ns,0,
18,0,1,1024,URMA_WRITE,7,1800010ns,0,
19,0,1,1024,URMA_WRITE,7,1900010ns,0,
20,0,1,1024,URMA_WRITE,7,2000010ns,0,
21,0,1,1024,URMA_WRITE,7,2100010ns,0,
22,0,1,1024,URMA_WRITE,7,2200010ns,0,
23,0,1,1024,URMA_WRITE,7,2300010ns,0,
24,0,1,1024,URMA_WRITE,7,2400010ns,0,
25,0,1,1024,URMA_WRITE,7,2500010ns,0,
26,0,1,1024,URMA_WRITE,7,2600010ns,0,
27,0,1,1024,URMA_WRITE,7,2700010ns,0,
28,0,1,1024,URMA_WRITE,7,2800010ns,0,
29,0,1,1024,URMA_WRITE,7,2900010ns,0,
30,0,1,1024,URMA_WRITE,7,3000010ns,0,
31,0,1,1024,URMA_WRITE,7,3100010ns,0,
32,0,1,1024,URMA_WRITE,7,3200010ns,0,
33,0,1,1024,URMA_WRITE,7,3300010ns,0,
34,0,1,1024,URMA_WRITE,7,3400010ns,0,
35,0,1,1024,URMA_WRITE,7,3500010ns,0,
36,0,1,1024,URMA_WRITE,7,3600010ns,0,
37,0,1,1024,URMA_WRITE,7,3700010ns,0,
38,0,1,1024,URMA_WRITE,7,3800010ns,0,
39,0,1,1024,URMA_WRITE,7,3900010ns,0,
40,0,1,1024,URMA_WRITE,7,4000010ns,0,
41,0,1,1024,URMA_WRITE,7,4100010ns,0,
42,0,1,1024,URMA_WRITE,7,4200010ns,0,
43,0,1,1024,URMA_WRITE,7,4300010ns,0,
44,0,1,1024,URMA_WRITE,7,4400010ns,0,
45,0,1,1024,URMA_WRITE,7,4500010ns,0,
46,0,1,1024,URMA_WRITE,7,4600010ns,0,
47,0,1,1024,URMA_WRITE,7,4700010ns,0,
48,0,1,1024,URMA_WRITE,7,4800010ns,0,
49,0,1,1024,URMA_WRITE,7,4900010ns,0,
50,0,1,1024,URMA_WRITE,7,5000010ns,0,
51,0,1,1024,URMA_WRITE,7,5100010ns,0,
52,0,1,1024,URMA_WRITE,7,5200010ns,0,
53,0,1,1024,URMA_WRITE,7,5300010ns,0,
54,0,1,1024,URMA_WRITE,7,5400010ns,0,
55,0,1,1024,URMA_WRITE,7,5500010ns,0,
56,0,1,1024,URMA_WRITE,7,5600010ns,0,
57,0,1,1024,URMA_WRITE,7,5700010ns,0,
58,0,1,1024,URMA_WRITE,7,5800010ns,0,
59,0,1,1024,URMA_WRITE,7,5900010ns,0,
60,0,1,1024,URMA_WRITE,7,6000010ns,0,
61,0,1,1024,URMA_WRITE,7,6100010ns,0,
62,0,1,1024,URMA_WRITE,7,6200010ns,0,
63,0,1,1024,URMA_WRITE,7,6300010ns,0,
