taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,3,22,262144,URMA_WRITE,7,10ns,0,
1,3,20,262144,URMA_WRITE,7,10ns,0,
2,1,19,262144,URMA_WRITE,7,10ns,0,
3,0,22,262144,URMA_WRITE,7,10ns,0,
4,2,22,262144,URMA_WRITE,7,10ns,0,
5,2,16,262144,URMA_WRITE,7,10ns,0,
6,2,23,262144,URMA_WRITE,7,10ns,0,
7,2,16,262144,URMA_WRITE,7,10ns,0,
8,2,19,262144,URMA_WRITE,7,10ns,0,
9,1,16,262144,URMA_WRITE,7,10ns,0,
10,0,16,262144,URMA_WRITE,7,10ns,0,
11,0,16,262144,URMA_WRITE,7,10ns,0,
12,2,19,262144,URMA_WRITE,7,10ns,0,
13,1,21,262144,URMA_WRITE,7,10ns,0,
14,3,23,262144,URMA_WRITE,7,10ns,0,
15,3,19,262144,URMA_WRITE,7,10ns,0,
16,1,20,262144,URMA_WRITE,7,10ns,0,
17,2,18,262144,URMA_WRITE,7,10ns,0,
18,3,17,262144,URMA_WRITE,7,10ns,0,
19,2,17,262144,URMA_WRITE,7,10ns,0,
20,2,23,262144,URMA_WRITE,7,10ns,0,
21,2,22,262144,URMA_WRITE,7,10ns,0,
22,0,18,262144,URMA_WRITE,7,10ns,0,
23,0,17,262144,URMA_WRITE,7,10ns,0,
24,0,16,262144,URMA_WRITE,7,10ns,0,
25,2,16,262144,URMA_WRITE,7,10ns,0,
26,0,19,262144,URMA_WRITE,7,10ns,0,
27,1,20,262144,URMA_WRITE,7,10ns,0,
28,3,19,262144,URMA_WRITE,7,10ns,0,
29,0,21,262144,URMA_WRITE,7,10ns,0,
30,1,23,262144,URMA_WRITE,7,10ns,0,
31,0,20,262144,URMA_WRITE,7,10ns,0,
32,3,21,262144,URMA_WRITE,7,10ns,0,
33,3,16,262144,URMA_WRITE,7,10ns,0,
34,1,17,262144,URMA_WRITE,7,10ns,0,
35,1,23,262144,URMA_WRITE,7,10ns,0,
36,1,22,262144,URMA_WRITE,7,10ns,0,
37,1,17,262144,URMA_WRITE,7,10ns,0,
38,1,23,262144,URMA_WRITE,7,10ns,0,
39,2,19,262144,URMA_WRITE,7,10ns,0,
40,0,21,262144,URMA_WRITE,7,10ns,0,
41,2,20,262144,URMA_WRITE,7,10ns,0,
42,1,17,262144,URMA_WRITE,7,10ns,0,
43,2,22,262144,URMA_WRITE,7,10ns,0,
44,0,23,262144,URMA_WRITE,7,10ns,0,
45,0,20,262144,URMA_WRITE,7,10ns,0,
46,0,16,262144,URMA_WRITE,7,10ns,0,
47,3,17,262144,URMA_WRITE,7,10ns,0,
48,3,22,262144,URMA_WRITE,7,10ns,0,
49,3,17,262144,URMA_WRITE,7,10ns,0,
50,3,17,262144,URMA_WRITE,7,10ns,0,
51,1,23,262144,URMA_WRITE,7,10ns,0,
52,3,19,262144,URMA_WRITE,7,10ns,0,
53,0,23,262144,URMA_WRITE,7,10ns,0,
54,2,18,262144,URMA_WRITE,7,10ns,0,
55,1,20,262144,URMA_WRITE,7,10ns,0,
56,3,18,262144,URMA_WRITE,7,10ns,0,
57,0,23,262144,URMA_WRITE,7,10ns,0,
58,3,17,262144,URMA_WRITE,7,10ns,0,
59,3,20,262144,URMA_WRITE,7,10ns,0,
60,0,16,262144,URMA_WRITE,7,10ns,0,
61,2,19,262144,URMA_WRITE,7,10ns,0,
62,1,17,262144,URMA_WRITE,7,10ns,0,
63,1,23,262144,URMA_WRITE,7,10ns,0,
