taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,0,23,262144,URMA_WRITE,7,10ns,0,
1,0,19,262144,URMA_WRITE,7,10ns,0,
2,0,16,262144,URMA_WRITE,7,10ns,0,
3,0,20,262144,URMA_WRITE,7,10ns,0,
4,0,18,262144,URMA_WRITE,7,10ns,0,
5,0,17,262144,URMA_WRITE,7,10ns,0,
6,0,22,262144,URMA_WRITE,7,10ns,0,
7,0,21,262144,URMA_WRITE,7,10ns,0,
8,0,22,262144,URMA_WRITE,7,10ns,0,
9,0,23,262144,URMA_WRITE,7,10ns,0,
10,0,18,262144,URMA_WRITE,7,10ns,0,
11,0,21,262144,URMA_WRITE,7,10ns,0,
12,0,22,262144,URMA_WRITE,7,10ns,0,
13,0,16,262144,URMA_WRITE,7,10ns,0,
14,0,19,262144,URMA_WRITE,7,10ns,0,
15,0,19,262144,URMA_WRITE,7,10ns,0,
16,0,19,262144,URMA_WRITE,7,10ns,0,
17,0,21,262144,URMA_WRITE,7,10ns,0,
18,0,19,262144,URMA_WRITE,7,10ns,0,
19,0,21,262144,URMA_WRITE,7,10ns,0,
20,0,23,262144,URMA_WRITE,7,10ns,0,
21,0,21,262144,URMA_WRITE,7,10ns,0,
22,0,20,262144,URMA_WRITE,7,10ns,0,
23,0,16,262144,URMA_WRITE,7,10ns,0,
24,0,23,262144,URMA_WRITE,7,10ns,0,
25,0,20,262144,URMA_WRITE,7,10ns,0,
26,0,19,262144,URMA_WRITE,7,10ns,0,
27,0,21,262144,URMA_WRITE,7,10ns,0,
28,0,19,262144,URMA_WRITE,7,10ns,0,
29,0,21,262144,URMA_WRITE,7,10ns,0,
30,0,23,262144,URMA_WRITE,7,10ns,0,
31,0,16,262144,URMA_WRITE,7,10ns,0,
32,0,16,262144,URMA_WRITE,7,10ns,0,
33,0,20,262144,URMA_WRITE,7,10ns,0,
34,0,20,262144,URMA_WRITE,7,10ns,0,
35,0,17,262144,URMA_WRITE,7,10ns,0,
36,0,17,262144,URMA_WRITE,7,10ns,0,
37,0,19,262144,URMA_WRITE,7,10ns,0,
38,0,20,262144,URMA_WRITE,7,10ns,0,
39,0,16,262144,URMA_WRITE,7,10ns,0,
40,0,17,262144,URMA_WRITE,7,10ns,0,
41,0,17,262144,URMA_WRITE,7,10ns,0,
42,0,21,262144,URMA_WRITE,7,10ns,0,
43,0,23,262144,URMA_WRITE,7,10ns,0,
44,0,23,262144,URMA_WRITE,7,10ns,0,
45,0,21,262144,URMA_WRITE,7,10ns,0,
46,0,21,262144,URMA_WRITE,7,10ns,0,
47,0,22,262144,URMA_WRITE,7,10ns,0,
48,0,17,262144,URMA_WRITE,7,10ns,0,
49,0,21,262144,URMA_WRITE,7,10ns,0,
50,0,21,262144,URMA_WRITE,7,10ns,0,
51,0,22,262144,URMA_WRITE,7,10ns,0,
52,0,16,262144,URMA_WRITE,7,10ns,0,
53,0,16,262144,URMA_WRITE,7,10ns,0,
54,0,19,262144,URMA_WRITE,7,10ns,0,
55,0,22,262144,URMA_WRITE,7,10ns,0,
56,0,20,262144,URMA_WRITE,7,10ns,0,
57,0,18,262144,URMA_WRITE,7,10ns,0,
58,0,22,262144,URMA_WRITE,7,10ns,0,
59,0,19,262144,URMA_WRITE,7,10ns,0,
60,0,20,262144,URMA_WRITE,7,10ns,0,
61,0,17,262144,URMA_WRITE,7,10ns,0,
62,0,22,262144,URMA_WRITE,7,10ns,0,
63,0,22,262144,URMA_WRITE,7,10ns,0,
