taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,1,20,262144,URMA_WRITE,7,10ns,0,
1,0,19,262144,URMA_WRITE,7,10ns,0,
2,1,22,262144,URMA_WRITE,7,10ns,0,
3,0,22,262144,URMA_WRITE,7,10ns,0,
4,1,22,262144,URMA_WRITE,7,10ns,0,
5,0,22,262144,URMA_WRITE,7,10ns,0,
6,1,20,262144,URMA_WRITE,7,10ns,0,
7,1,20,262144,URMA_WRITE,7,10ns,0,
8,1,18,262144,URMA_WRITE,7,10ns,0,
9,0,22,262144,URMA_WRITE,7,10ns,0,
10,1,19,262144,URMA_WRITE,7,10ns,0,
11,0,21,262144,URMA_WRITE,7,10ns,0,
12,0,16,262144,URMA_WRITE,7,10ns,0,
13,0,23,262144,URMA_WRITE,7,10ns,0,
14,0,22,262144,URMA_WRITE,7,10ns,0,
15,1,19,262144,URMA_WRITE,7,10ns,0,
16,1,17,262144,URMA_WRITE,7,10ns,0,
17,1,22,262144,URMA_WRITE,7,10ns,0,
18,1,21,262144,URMA_WRITE,7,10ns,0,
19,1,23,262144,URMA_WRITE,7,10ns,0,
20,1,16,262144,URMA_WRITE,7,10ns,0,
21,0,23,262144,URMA_WRITE,7,10ns,0,
22,0,22,262144,URMA_WRITE,7,10ns,0,
23,1,22,262144,URMA_WRITE,7,10ns,0,
24,1,18,262144,URMA_WRITE,7,10ns,0,
25,1,16,262144,URMA_WRITE,7,10ns,0,
26,1,17,262144,URMA_WRITE,7,10ns,0,
27,0,20,262144,URMA_WRITE,7,10ns,0,
28,0,20,262144,URMA_WRITE,7,10ns,0,
29,1,18,262144,URMA_WRITE,7,10ns,0,
30,0,18,262144,URMA_WRITE,7,10ns,0,
31,1,20,262144,URMA_WRITE,7,10ns,0,
32,1,17,262144,URMA_WRITE,7,10ns,0,
33,1,18,262144,URMA_WRITE,7,10ns,0,
34,1,20,262144,URMA_WRITE,7,10ns,0,
35,0,22,262144,URMA_WRITE,7,10ns,0,
36,0,18,262144,URMA_WRITE,7,10ns,0,
37,0,23,262144,URMA_WRITE,7,10ns,0,
38,1,16,262144,URMA_WRITE,7,10ns,0,
39,0,22,262144,URMA_WRITE,7,10ns,0,
40,0,16,262144,URMA_WRITE,7,10ns,0,
41,0,19,262144,URMA_WRITE,7,10ns,0,
42,1,20,262144,URMA_WRITE,7,10ns,0,
43,0,22,262144,URMA_WRITE,7,10ns,0,
44,0,21,262144,URMA_WRITE,7,10ns,0,
45,1,21,262144,URMA_WRITE,7,10ns,0,
46,0,21,262144,URMA_WRITE,7,10ns,0,
47,0,23,262144,URMA_WRITE,7,10ns,0,
48,1,19,262144,URMA_WRITE,7,10ns,0,
49,0,22,262144,URMA_WRITE,7,10ns,0,
50,1,22,262144,URMA_WRITE,7,10ns,0,
51,1,19,262144,URMA_WRITE,7,10ns,0,
52,1,17,262144,URMA_WRITE,7,10ns,0,
53,0,16,262144,URMA_WRITE,7,10ns,0,
54,0,18,262144,URMA_WRITE,7,10ns,0,
55,0,20,262144,URMA_WRITE,7,10ns,0,
56,0,20,262144,URMA_WRITE,7,10ns,0,
57,1,17,262144,URMA_WRITE,7,10ns,0,
58,0,18,262144,URMA_WRITE,7,10ns,0,
59,1,23,262144,URMA_WRITE,7,10ns,0,
60,0,21,262144,URMA_WRITE,7,10ns,0,
61,0,16,262144,URMA_WRITE,7,10ns,0,
62,0,17,262144,URMA_WRITE,7,10ns,0,
63,1,21,262144,URMA_WRITE,7,10ns,0,
