taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,7,22,262144,URMA_WRITE,7,10ns,0,
1,7,20,262144,URMA_WRITE,7,10ns,0,
2,5,19,262144,URMA_WRITE,7,10ns,0,
3,0,22,262144,URMA_WRITE,7,10ns,0,
4,2,22,262144,URMA_WRITE,7,10ns,0,
5,6,16,262144,URMA_WRITE,7,10ns,0,
6,2,23,262144,URMA_WRITE,7,10ns,0,
7,6,16,262144,URMA_WRITE,7,10ns,0,
8,6,19,262144,URMA_WRITE,7,10ns,0,
9,1,16,262144,URMA_WRITE,7,10ns,0,
10,0,16,262144,URMA_WRITE,7,10ns,0,
11,0,16,262144,URMA_WRITE,7,10ns,0,
12,2,19,262144,URMA_WRITE,7,10ns,0,
13,5,21,262144,URMA_WRITE,7,10ns,0,
14,7,23,262144,URMA_WRITE,7,10ns,0,
15,3,19,262144,URMA_WRITE,7,10ns,0,
16,1,20,262144,URMA_WRITE,7,10ns,0,
17,2,18,262144,URMA_WRITE,7,10ns,0,
18,7,17,262144,URMA_WRITE,7,10ns,0,
19,2,17,262144,URMA_WRITE,7,10ns,0,
20,6,23,262144,URMA_WRITE,7,10ns,0,
21,6,22,262144,URMA_WRITE,7,10ns,0,
22,4,18,262144,URMA_WRITE,7,10ns,0,
23,4,17,262144,URMA_WRITE,7,10ns,0,
24,4,16,262144,URMA_WRITE,7,10ns,0,
25,2,16,262144,URMA_WRITE,7,10ns,0,
26,4,19,262144,URMA_WRITE,7,10ns,0,
27,1,20,262144,URMA_WRITE,7,10ns,0,
28,3,19,262144,URMA_WRITE,7,10ns,0,
29,4,21,262144,URMA_WRITE,7,10ns,0,
30,5,23,262144,URMA_WRITE,7,10ns,0,
31,4,20,262144,URMA_WRITE,7,10ns,0,
32,7,21,262144,URMA_WRITE,7,10ns,0,
33,3,16,262144,URMA_WRITE,7,10ns,0,
34,1,17,262144,URMA_WRITE,7,10ns,0,
35,5,23,262144,URMA_WRITE,7,10ns,0,
36,5,22,262144,URMA_WRITE,7,10ns,0,
37,1,17,262144,URMA_WRITE,7,10ns,0,
38,1,23,262144,URMA_WRITE,7,10ns,0,
39,2,19,262144,URMA_WRITE,7,10ns,0,
40,0,21,262144,URMA_WRITE,7,10ns,0,
41,6,20,262144,URMA_WRITE,7,10ns,0,
42,1,17,262144,URMA_WRITE,7,10ns,0,
43,6,22,262144,URMA_WRITE,7,10ns,0,
44,0,23,262144,URMA_WRITE,7,10ns,0,
45,4,20,262144,URMA_WRITE,7,10ns,0,
46,4,16,262144,URMA_WRITE,7,10ns,0,
47,3,17,262144,URMA_WRITE,7,10ns,0,
48,3,22,262144,URMA_WRITE,7,10ns,0,
49,3,17,262144,URMA_WRITE,7,10ns,0,
50,7,17,262144,URMA_WRITE,7,10ns,0,
51,5,23,262144,URMA_WRITE,7,10ns,0,
52,3,19,262144,URMA_WRITE,7,10ns,0,
53,0,23,262144,URMA_WRITE,7,10ns,0,
54,6,18,262144,URMA_WRITE,7,10ns,0,
55,5,20,262144,URMA_WRITE,7,10ns,0,
56,7,18,262144,URMA_WRITE,7,10ns,0,
57,0,23,262144,URMA_WRITE,7,10ns,0,
58,7,17,262144,URMA_WRITE,7,10ns,0,
59,3,20,262144,URMA_WRITE,7,10ns,0,
60,0,16,262144,URMA_WRITE,7,10ns,0,
61,2,19,262144,URMA_WRITE,7,10ns,0,
62,5,17,262144,URMA_WRITE,7,10ns,0,
63,1,23,262144,URMA_WRITE,7,10ns,0,
