taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,3,20,262144,URMA_WRITE,7,10ns,0,
1,4,19,262144,URMA_WRITE,7,10ns,0,
2,5,22,262144,URMA_WRITE,7,10ns,0,
3,2,22,262144,URMA_WRITE,7,10ns,0,
4,5,22,262144,URMA_WRITE,7,10ns,0,
5,6,22,262144,URMA_WRITE,7,10ns,0,
6,1,20,262144,URMA_WRITE,7,10ns,0,
7,3,20,262144,URMA_WRITE,7,10ns,0,
8,3,18,262144,URMA_WRITE,7,10ns,0,
9,2,22,262144,URMA_WRITE,7,10ns,0,
10,1,19,262144,URMA_WRITE,7,10ns,0,
11,4,21,262144,URMA_WRITE,7,10ns,0,
12,4,16,262144,URMA_WRITE,7,10ns,0,
13,6,23,262144,URMA_WRITE,7,10ns,0,
14,6,22,262144,URMA_WRITE,7,10ns,0,
15,3,19,262144,URMA_WRITE,7,10ns,0,
16,1,17,262144,URMA_WRITE,7,10ns,0,
17,7,22,262144,URMA_WRITE,7,10ns,0,
18,1,21,262144,URMA_WRITE,7,10ns,0,
19,5,23,262144,URMA_WRITE,7,10ns,0,
20,5,16,262144,URMA_WRITE,7,10ns,0,
21,2,23,262144,URMA_WRITE,7,10ns,0,
22,6,22,262144,URMA_WRITE,7,10ns,0,
23,1,22,262144,URMA_WRITE,7,10ns,0,
24,3,18,262144,URMA_WRITE,7,10ns,0,
25,5,16,262144,URMA_WRITE,7,10ns,0,
26,3,17,262144,URMA_WRITE,7,10ns,0,
27,2,20,262144,URMA_WRITE,7,10ns,0,
28,6,20,262144,URMA_WRITE,7,10ns,0,
29,5,18,262144,URMA_WRITE,7,10ns,0,
30,6,18,262144,URMA_WRITE,7,10ns,0,
31,7,20,262144,URMA_WRITE,7,10ns,0,
32,5,17,262144,URMA_WRITE,7,10ns,0,
33,7,18,262144,URMA_WRITE,7,10ns,0,
34,7,20,262144,URMA_WRITE,7,10ns,0,
35,0,22,262144,URMA_WRITE,7,10ns,0,
36,2,18,262144,URMA_WRITE,7,10ns,0,
37,2,23,262144,URMA_WRITE,7,10ns,0,
38,7,16,262144,URMA_WRITE,7,10ns,0,
39,4,22,262144,URMA_WRITE,7,10ns,0,
40,0,16,262144,URMA_WRITE,7,10ns,0,
41,2,19,262144,URMA_WRITE,7,10ns,0,
42,7,20,262144,URMA_WRITE,7,10ns,0,
43,0,22,262144,URMA_WRITE,7,10ns,0,
44,4,21,262144,URMA_WRITE,7,10ns,0,
45,1,21,262144,URMA_WRITE,7,10ns,0,
46,4,21,262144,URMA_WRITE,7,10ns,0,
47,6,23,262144,URMA_WRITE,7,10ns,0,
48,7,19,262144,URMA_WRITE,7,10ns,0,
49,4,22,262144,URMA_WRITE,7,10ns,0,
50,5,22,262144,URMA_WRITE,7,10ns,0,
51,3,19,262144,URMA_WRITE,7,10ns,0,
52,1,17,262144,URMA_WRITE,7,10ns,0,
53,6,16,262144,URMA_WRITE,7,10ns,0,
54,0,18,262144,URMA_WRITE,7,10ns,0,
55,0,20,262144,URMA_WRITE,7,10ns,0,
56,2,20,262144,URMA_WRITE,7,10ns,0,
57,3,17,262144,URMA_WRITE,7,10ns,0,
58,0,18,262144,URMA_WRITE,7,10ns,0,
59,1,23,262144,URMA_WRITE,7,10ns,0,
60,0,21,262144,URMA_WRITE,7,10ns,0,
61,4,16,262144,URMA_WRITE,7,10ns,0,
62,0,17,262144,URMA_WRITE,7,10ns,0,
63,7,21,262144,URMA_WRITE,7,10ns,0,
